from_pcod,to_pcod,combi_movbi_tot,combi_movbi_tot_LB,combi_movbi_tot_UB
NPL.1.3.3_1,NPL.5.2.5_1,1,0.8,1.15
NPL.1.3.3_1,NPL.5.2.6_1,1,0.8,1.15
NPL.1.3.3_1,NPL.5.3.1_1,1,0.8,1.15
NPL.1.3.3_1,NPL.5.3.2_1,1,0.8,1.15
NPL.1.3.3_1,NPL.5.3.3_1,1,0.8,1.15
NPL.1.3.3_1,NPL.5.3.4_1,1,0.8,1.15
NPL.1.3.3_1,NPL.5.3.5_1,1,0.8,1.15
NPL.1.3.3_1,NPL.5.3.6_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.1.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.1.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.1.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.1.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.1.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.1.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.1.6_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.1.7_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.1.8_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.2.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.2.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.2.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.2.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.2.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.2.6_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.3.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.3.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.3.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.1.3.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.1.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.1.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.1.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.1.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.1.6_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.2.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.2.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.2.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.2.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.3.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.3.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.3.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.3.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.3.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.2.3.6_1,1,0.8,1.15
NPL.1.3.4_1,NPL.3.1.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.3.1.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.3.1.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.3.1.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.3.2.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.3.2.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.3.2.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.3.2.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.3.2.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.1.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.1.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.1.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.1.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.1.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.2.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.2.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.2.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.2.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.2.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.3.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.3.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.3.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.3.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.4.3.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.1.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.1.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.1.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.1.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.2.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.2.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.2.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.2.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.2.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.2.6_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.3.1_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.3.2_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.3.3_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.3.4_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.3.5_1,1,0.8,1.15
NPL.1.3.4_1,NPL.5.3.6_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.1.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.1.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.1.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.1.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.1.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.1.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.1.6_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.1.7_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.1.8_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.2.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.2.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.2.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.2.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.2.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.2.6_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.3.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.3.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.3.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.1.3.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.1.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.1.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.1.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.1.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.1.6_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.2.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.2.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.2.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.2.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.3.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.3.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.3.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.3.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.3.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.2.3.6_1,1,0.8,1.15
NPL.1.3.5_1,NPL.3.1.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.3.1.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.3.1.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.3.1.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.3.2.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.3.2.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.3.2.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.3.2.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.3.2.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.1.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.1.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.1.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.1.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.1.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.2.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.2.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.2.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.2.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.2.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.3.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.3.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.3.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.3.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.4.3.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.1.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.1.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.1.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.1.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.2.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.2.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.2.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.2.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.2.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.2.6_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.3.1_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.3.2_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.3.3_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.3.4_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.3.5_1,1,0.8,1.15
NPL.1.3.5_1,NPL.5.3.6_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.1.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.1.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.1.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.1.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.1.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.1.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.1.6_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.1.7_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.1.8_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.2.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.2.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.2.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.2.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.2.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.2.6_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.3.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.3.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.3.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.3.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.1.3.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.1.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.1.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.1.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.1.6_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.2.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.2.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.2.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.2.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.3.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.3.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.3.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.3.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.3.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.2.3.6_1,1,0.8,1.15
NPL.2.1.1_1,NPL.3.1.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.3.1.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.3.1.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.3.1.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.3.2.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.3.2.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.3.2.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.3.2.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.3.2.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.1.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.1.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.1.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.1.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.1.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.2.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.2.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.2.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.2.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.2.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.3.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.3.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.3.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.3.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.4.3.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.1.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.1.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.1.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.1.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.2.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.2.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.2.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.2.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.2.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.2.6_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.3.1_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.3.2_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.3.3_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.3.4_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.3.5_1,1,0.8,1.15
NPL.2.1.1_1,NPL.5.3.6_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.1.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.1.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.1.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.1.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.1.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.1.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.1.6_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.1.7_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.1.8_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.2.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.2.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.2.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.2.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.2.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.2.6_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.3.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.3.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.3.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.3.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.1.3.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.1.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.1.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.1.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.1.6_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.2.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.2.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.2.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.2.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.3.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.3.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.3.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.3.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.3.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.2.3.6_1,1,0.8,1.15
NPL.2.1.3_1,NPL.3.1.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.3.1.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.3.1.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.3.1.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.3.2.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.3.2.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.3.2.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.3.2.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.3.2.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.1.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.1.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.1.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.1.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.1.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.2.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.2.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.2.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.2.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.2.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.3.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.3.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.3.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.3.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.4.3.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.1.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.1.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.1.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.1.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.2.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.2.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.2.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.2.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.2.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.2.6_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.3.1_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.3.2_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.3.3_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.3.4_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.3.5_1,1,0.8,1.15
NPL.2.1.3_1,NPL.5.3.6_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.1.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.1.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.1.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.1.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.1.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.1.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.1.6_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.1.7_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.1.8_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.2.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.2.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.2.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.2.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.2.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.2.6_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.3.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.3.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.3.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.3.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.1.3.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.1.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.1.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.1.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.1.6_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.2.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.2.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.2.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.2.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.3.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.3.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.3.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.3.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.3.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.2.3.6_1,1,0.8,1.15
NPL.2.1.4_1,NPL.3.1.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.3.1.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.3.1.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.3.1.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.3.2.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.3.2.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.3.2.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.3.2.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.3.2.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.1.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.1.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.1.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.1.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.1.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.2.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.2.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.2.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.2.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.2.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.3.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.3.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.3.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.3.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.4.3.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.1.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.1.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.1.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.1.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.2.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.2.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.2.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.2.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.2.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.2.6_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.3.1_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.3.2_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.3.3_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.3.4_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.3.5_1,1,0.8,1.15
NPL.2.1.4_1,NPL.5.3.6_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.1.1_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.1.2_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.1.3_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.1.4_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.1.5_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.1.2_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.1.6_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.1.7_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.1.8_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.2.1_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.2.2_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.2.3_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.2.4_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.2.5_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.2.6_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.3.1_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.3.2_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.3.3_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.3.4_1,1,0.8,1.15
NPL.2.1.5_1,NPL.1.3.5_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.1.1_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.1.3_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.1.4_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.1.6_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.2.1_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.2.2_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.2.3_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.2.4_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.3.1_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.3.2_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.3.3_1,1,0.8,1.15
NPL.2.1.5_1,NPL.2.3.4_1,1,0.8,1.15
