pcod,adm3_sections,est_pop_2020_01,admin3_growth_2020,admin3_growth_2021,admin3_growth_2022,admin3_growth_2023,admin3_growth_2024
HT0441-02,2e Section Ecrevisse ou Grosse Roche,7116.7324,.99995649,.99991947,.99989504,.99986631,.99982691
HT0441-03,3e Section Corosse,4966.7168,.99921328,.99918807,.99917966,.99916279,.9991433
HT0442-01,1re Section Bois Camelle,2498.2527,.99921328,.99918807,.99917966,.99916279,.9991433
HT0442-02,2e Section Rose Bonite,11775.582,1.0006053,1.000558,1.0005196,1.0004805,1.0004238
HT0443-01,1re Section Sans Souci,14142.438,.9997834,.99974906,.99972844,.99970239,.9996677
HT0443-02,2e Section Bois Laurence,21241.684,.99978334,.99974906,.99972838,.99970239,.9996677
HT0511-01,1re Section Pont Tamarin,237190.47,1.0020058,1.0019362,1.0018677,1.0018061,1.001712
HT0511-02,2e Section Bassin,112871.05,1.0019335,1.001865,1.0017982,1.0017376,1.0016454
HT0511-03,3e Section Pte Rivière de Bayonnais,23386.654,.99958467,.99955356,.99953717,.99951434,.9994849
HT0511-04,4e Section Poteaux,14843.553,.99921328,.99918807,.99917966,.99916279,.9991433
HT0511-05,5e Section Labranle,10557.997,.99921328,.99918807,.99917966,.99916279,.9991433
HT0512-01,1re Section Savane Carrée,17203.785,.99921328,.99918807,.99917966,.99916279,.9991433
HT0512-02,2e Section Passe-Reine ou Bas d'Ennery,17451.652,.99993688,.99990016,.9998762,.99984771,.99980891
HT0512-03,3e Section Chemin Neuf,5369.853,.99921328,.99918807,.99917966,.99916279,.9991433
HT0512-04,4e Section Puilboreau,11713.461,.99976492,.99973094,.99971068,.99968499,.99965072
HT0513-01,1re Section La Croix Perisse,24891.816,1.000825,1.0007743,1.0007312,1.0006884,1.000626
HT0513-02,2e Section Petite Desdunes,23609.555,1.0008812,1.0008295,1.0007852,1.0007416,1.0006776
HT0521-01,1re Section Boucan Richard,7904.8447,.99921328,.99918807,.99917966,.99916279,.9991433
HT0521-02,2e Section Rivière Mancelle,14505.951,.99921328,.99918807,.99917966,.99916279,.9991433
HT0521-03,3e Section Rivière Blanche,57446.188,1.0014629,1.0014019,1.0013452,1.0012922,1.0012126
HT0521-04,4e Section l'Acul,17648.627,.99921328,.99918807,.99917966,.99916279,.9991433
HT0521-05,5e Section Pendu,6587.2051,.99921328,.99918807,.99917966,.99916279,.9991433
HT0521-06,6e Section Savane Carrée,24106.748,.99921328,.99918807,.99917966,.99916279,.9991433
HT0521-07,7e Section Moulin,15794.795,.99921328,.99918807,.99917966,.99916279,.9991433
HT0521-08,8e Section Ravine Gros Morne,16550.428,.99921328,.99918807,.99917966,.99916279,.9991433
HT0522-01,1re Section Doland,11813.081,.99921328,.99918807,.99917966,.99916279,.9991433
HT0522-02,2e Section Bois Neuf,8976.1738,.9998281,.99979311,.99977148,.99974477,.99970883
HT0522-03,3e Section Lagon,10496.435,.99921328,.99918807,.99917966,.99916279,.9991433
HT0523-01,1re Section l'Arbre,17746.211,.99948698,.99945742,.99944317,.99942189,.99939507
HT0523-02,2e Section Sources Chaudes,27818.016,1.0009711,1.0009179,1.0008717,1.0008266,1.0007602
HT0531-01,1re Section Délugé,23461.988,1.0004932,1.0004476,1.0004117,1.0003743,1.0003207
HT0531-02,2e Section Bois Neuf,66219.883,1.001057,1.0010026,1.0009545,1.000908,1.0008394
HT0531-03,3e Section Goyavier,10689.066,.99921328,.99918807,.99917966,.99916279,.9991433
HT0531-04,4e Section Lalouère,15601.171,.99921328,.99918807,.99917966,.99916279,.9991433
HT0531-05,5e Section Bocozelle,64981.059,1.0007141,1.0006649,1.0006243,1.0005834,1.0005238
HT0531-06,6e Section Charrette,109170.64,1.0019716,1.0019026,1.0018349,1.0017737,1.0016805
HT0532-01,1re Section Liancourt,41033.867,1.0007883,1.0007381,1.0006958,1.0006537,1.0005921
HT0532-02,2e Section Belanger,26426.127,.99939102,.99936301,.99935079,.99933106,.9993068
HT0532-03,3e Section Guillaume Mogé,14974.955,1.0003182,1.0002754,1.0002432,1.0002086,1.0001596
HT0532-04,4e Section Desarmes,29570.916,1.0005922,1.000545,1.000507,1.000468,1.0004116
HT0532-05,5e Section Bastien,27207.945,1.0005893,1.0005422,1.0005041,1.0004653,1.000409
HT0532-06,6e Section Terre Natte,12132.81,.99921328,.99918807,.99917966,.99916279,.9991433
HT0533-01,1re Section Martineau,12175.507,.99921328,.99918807,.99917966,.99916279,.9991433
HT0533-02,2e Section Bossous,20183.48,1.00032,1.0002772,1.000245,1.0002103,1.0001613
HT0541-01,1re Section Villars,29760.584,.99921328,.99918807,.99917966,.99916279,.9991433
HT0541-02,2e Section Fosse Naboth ou Duvallon,31364.191,.99921328,.99918807,.99917966,.99916279,.9991433
HT0541-03,3e Section Ogé,72575.688,1.0007435,1.0006939,1.0006526,1.0006112,1.0005509
HT0541-04,4e Section Poste Pierrot,21227.205,.99921328,.99918807,.99917966,.99916279,.9991433
HT0541-05,5e Section Fiéfé ou Petit Cahos,11401.009,.99921328,.99918807,.99917966,.99916279,.9991433
HT0541-06,6e Section la Croix ou Grand Cahos,19405.148,.99921328,.99918807,.99917966,.99916279,.9991433
HT0542-01,1re Section Bas Coursin I,41275.781,.99921328,.99918807,.99917966,.99916279,.9991433
HT0542-02,2e Section Bas Coursin II,13590.455,.99921328,.99918807,.99917966,.99916279,.9991433
HT0542-03,3e Section Labady,66022.063,1.0014498,1.0013891,1.0013326,1.0012798,1.0012007
HT0542-04,4e Section Savane à Roche,24520.381,.9999041,.99986792,.99984461,.99981672,.99977875
HT0542-05,5e Section Pérodin,15701.458,.99921328,.99918807,.99917966,.99916279,.9991433
HT0542-06,6e Section Médor,16005.3,.99921328,.99918807,.99917966,.99916279,.9991433
HT0543-01,1re Section Poteneau,23864.625,.99993443,.99989778,.99987388,.99984545,.9998067
HT0544-01,1re Section de Desdunes,42089.18,1.0019599,1.001891,1.0018235,1.0017626,1.0016698
HT0551-01,1re Section Platana,33286.957,1.0009859,1.0009325,1.000886,1.0008407,1.0007738
HT0551-02,2e Section Camathe,11051.491,.99921328,.99918807,.99917966,.99916279,.9991433
HT0551-03,3e Section Bas de Sault,21613.824,1.0005355,1.0004892,1.0004524,1.0004144,1.0003595
HT0551-04,4e Section Lalomas,16796.678,.99921328,.99918807,.99917966,.99916279,.9991433
HT0551-05,5e Section l'Ermite,10168.762,.99921328,.99918807,.99917966,.99916279,.9991433
HT0551-06,6e Section Lacedras,14865.397,.99921328,.99918807,.99917966,.99916279,.9991433
HT0551-07,7e Section Marmont,20098.209,.99931198,.99928516,.99927467,.99925619,.99923408
HT0551-08,8e Section l'Attalaye,27589.197,1.0007062,1.0006573,1.0006168,1.000576,1.0005165
HT0552-01,1re Section Crête à Pins,18410.742,1.000986,1.0009326,1.000886,1.0008408,1.0007739
HT0552-02,2e Section Bassin ou Billier,12674.958,.99921328,.99918807,.99917966,.99916279,.9991433
HT0552-03,3e Section Platon,8205.707,.99921328,.99918807,.99917966,.99916279,.9991433
HT0611-01,1re Section Juanaria,66066.234,1.0011816,1.0011251,1.0010743,1.0010259,1.0009538
HT0611-02,2e Section Marmont,16552.414,.99921328,.99918807,.99917966,.99916279,.9991433
HT0611-03,3e Section Aguahédionde (Rive Droite),21627.498,.99941683,.99938834,.99937558,.99935544,.99933052
HT0611-04,4e Section Aguahédionde (Rive Gauche),21959.006,.99921328,.99918807,.99917966,.99916279,.9991433
HT0612-01,1re Section Savane Grande,37683.629,1.0006033,1.000556,1.0005177,1.0004786,1.000422
HT0612-02,2e Section Narang,9074.5352,.99921328,.99918807,.99917966,.99916279,.9991433
HT0612-03,3e Section Hatty,14180.265,.99921328,.99918807,.99917966,.99916279,.9991433
HT0613-01,1re Section Cabral,26646.906,1.0006806,1.000632,1.000592,1.0005517,1.0004929
HT0613-02,2e Section Tierra Muscady,13715.566,.99921328,.99918807,.99917966,.99916279,.9991433
HT0613-03,3e Section Baille Tourrible,7004.2427,.99921328,.99918807,.99917966,.99916279,.9991433
HT0613-04,4e Section La Hoye,15877.21,.99921328,.99918807,.99917966,.99916279,.9991433
HT0614-01,1re Section Rang,23992.58,1.0000303,.99999207,.99996608,.9999361,.9998948
HT0621-01,1re Section Gascogne,22402.852,.99921328,.99918807,.99917966,.99916279,.9991433
HT0621-02,2e Section Sarazin,14026.358,.99921328,.99918807,.99917966,.99916279,.9991433
HT0621-03,3e Section Grand Boucan,16280.346,.99921328,.99918807,.99917966,.99916279,.9991433
HT0621-04,4e Section Crête Brûlée,47391.094,1.0006042,1.0005568,1.0005184,1.0004793,1.0004226
HT0622-01,1re Section Canot ou Rivière Canot,14353.168,1.0003372,1.0002941,1.0002615,1.0002266,1.0001771
HT0622-02,2e Section la Selle,10660.26,.99941957,.99939108,.99937826,.99935806,.99933308
HT0622-03,3e Section Coupe Mardi Gras,8585.0127,.99921328,.99918807,.99917966,.99916279,.9991433
HT0622-04,4e Section Montagne Terrible,6039.0986,.99921328,.99918807,.99917966,.99916279,.9991433
HT0623-01,1re Section Petite Montagne,9891.7305,.99921328,.99918807,.99917966,.99916279,.9991433
HT0623-02,2e Section Boucan Carré,22245.43,.99940664,.99937832,.99936575,.99934578,.99932116
HT0623-03,3e Section des Bayes,24105.168,.99958396,.99955285,.99953651,.99951369,.9994843
HT0631-01,1re Section Petit Fond,15057.036,.99921328,.99918807,.99917966,.99916279,.9991433
HT0631-02,2e Section Juampas,32159,1.0003387,1.0002956,1.000263,1.000228,1.0001785
HT0632-01,1re Section Renthe Mathe,52283.531,1.0002702,1.0002283,1.0001972,1.0001633,1.0001156
HT0632-02,2e Section Roye-Sec,17613.873,.99921328,.99918807,.99917966,.99916279,.9991433
HT0632-03,3e Section Riaribes,18648.523,.99921328,.99918807,.99917966,.99916279,.9991433
HT0633-01,1re Section de Savanette (Colombier),9259.2236,.99921328,.99918807,.99917966,.99916279,.9991433
HT0633-02,2e Section la Haye,27461.453,.99982697,.99979198,.99977034,.9997437,.99970776
HT0641-01,1re Section Acajou Brûlé No 1,20286.885,.99921328,.99918807,.99917966,.99916279,.9991433
HT0641-02,2e Section Acajou Brûlé No 1,24647.813,1.0003051,1.0002624,1.0002306,1.0001962,1.0001475
HT0641-03,3e Section Lamielle,12437.645,.99921328,.99918807,.99917966,.99916279,.9991433
HT0642-01,1re Section Matelgate,39162.234,1.0004623,1.0004172,1.0003819,1.0003451,1.0002922
HT0642-02,2e Section Lociane,25868.234,.99921328,.99918807,.99917966,.99916279,.9991433
HT0711-01,1re Section Bourdet,79652.727,1.0015404,1.0014783,1.0014198,1.0013657,1.001284
HT0711-02,2e Section Fonfrède,7436.1743,.99921328,.99918807,.99917966,.99916279,.9991433
HT0711-03,3e Section Laborde,11947.779,.9995808,.99954975,.99953347,.99951071,.99948138
HT0711-04,4e Section Laurent,49417.438,1.0015728,1.00151,1.0014509,1.0013963,1.0013137
HT0711-05,5e Section Mercy,7490.7861,.99921328,.99918807,.99917966,.99916279,.9991433
HT0711-06,6e Section Boulmier,8788.5674,.99921328,.99918807,.99917966,.99916279,.9991433
HT0712-01,1re Section Boury,29944.27,.99951357,.99948359,.99946868,.99944705,.99941951
HT0712-02,2e Section Bérault,18323.83,.99921328,.99918807,.99917966,.99916279,.9991433
HT0712-03,3e Section Solon,19679.902,.99954605,.99951553,.99949998,.9994778,.99944937
HT0712-04,4e Section Moreau,8438.9229,.9995349,.99950457,.99948925,.99946725,.99943912
HT0713-01,1re Section Fonds Palmiste,6607.064,.99921328,.99918807,.99917966,.99916279,.9991433
HT0713-02,2e Section Melonière,16743.965,1.0001134,1.0000738,1.000046,1.0000148,.99997121
HT0713-03,3e Section Carrefour Canon,11223.271,.99921328,.99918807,.99917966,.99916279,.9991433
HT0714-01,1re Section Levy Mersan,15084.557,.99949449,.99946481,.99945033,.99942899,.99940199
HT0714-02,2e Section Champlois,19891.744,.9998616,.99982607,.99980372,.99977642,.99973965
HT0714-03,3e Section Tibi Davezac,10538.138,.99921328,.99918807,.99917966,.99916279,.9991433
HT0715-01,1re Section Maniche,8854.5127,.99964046,.99960846,.99959087,.99956715,.99953622
HT0715-02,2e Section Dory,5976.5435,.99921328,.99918807,.99917966,.99916279,.9991433
HT0715-03,3e Section Melon,9108.2959,.99921328,.99918807,.99917966,.99916279,.9991433
HT0716-01,1re Section Île à Vache,15621.427,.99967349,.99964094,.99962264,.99959838,.99956661
HT0721-01,1re Section Barbois,13088.339,.9992978,.99927127,.99926102,.99924284,.99922109
HT0721-02,2e Section Dumont,6247.6572,1.0003316,1.0002886,1.0002562,1.0002214,1.000172
HT0722-01,1re Section Tapion,10197.558,.99921328,.99918807,.99917966,.99916279,.9991433
HT0722-02,2e Section Débouchette,6676.5703,.99921328,.99918807,.99917966,.99916279,.9991433
HT0722-03,3e Section Trichet,8695.6777,.99967068,.9996382,.99961996,.99959576,.99956405
HT0723-01,1re Section Lazarre,2283.7764,.99921328,.99918807,.99917966,.99916279,.9991433
HT0723-02,2e Section Anse à Drick,15574.361,.99921328,.99918807,.99917966,.99916279,.9991433
HT0723-03,3e Section d'Arniquet,11421.604,.99979424,.99975979,.99973893,.99971277,.99967772
HT0731-01,1re Section Macéan,9664.5684,1.0000371,.99999875,.99997264,.99994254,.99990106
HT0731-02,2e Section Bellevue,15501.562,.99991947,.99988306,.99985945,.99983126,.99979287
HT0731-03,3e Section Brodequin,15286.741,1.0009981,1.0009445,1.0008978,1.0008522,1.0007851
HT0731-04,4e Section Flamands,5900.0864,.99921328,.99918807,.99917966,.99916279,.9991433
HT0731-05,5e Section Mare à Coiffe,7621.855,.99921328,.99918807,.99917966,.99916279,.9991433
HT0731-06,6e Section La Colline,15986.434,.99921328,.99918807,.99917966,.99916279,.9991433
HT0731-07,7e Section Frangipane,11111.068,.99921328,.99918807,.99917966,.99916279,.9991433
HT0731-08,8e Section Colline à Mongons,7224.6768,.99921328,.99918807,.99917966,.99916279,.9991433
HT0731-09,9e Section Fond des Blancs,7856.4941,.9994666,.99943739,.9994235,.99940258,.99937636
HT0731-10,10e Section Guirand,9546.1846,.99921328,.99918807,.99917966,.99916279,.9991433
HT0732-01,1re Section Grand Fonds,2776.2776,.99921328,.99918807,.99917966,.99916279,.9991433
HT0732-02,2e Section Baie Dumesle,17055.41,.99989164,.99985564,.99983269,.99980491,.9997673
HT0732-03,3e Section Grenodière,12519.065,.99921328,.99918807,.99917966,.99916279,.9991433
HT0732-04,4e Section Zanglais,8757.7852,.99921328,.99918807,.99917966,.99916279,.9991433
HT0732-05,5e Section Sucrerie Henri,5094.8071,.99921328,.99918807,.99917966,.99916279,.9991433
HT0732-06,6e Section Solon,8075.6313,.99921328,.99918807,.99917966,.99916279,.9991433
HT0732-07,7e Section Cherette,5574.3999,.99921328,.99918807,.99917966,.99916279,.9991433
HT0732-08,8e Section Corail-Henri,5145.4473,.99921328,.99918807,.99917966,.99916279,.9991433
HT0733-01,1re Section Boileau,16486.879,.99921328,.99918807,.99917966,.99916279,.9991433
HT0733-02,2e Section Martineau,13883.34,.99978322,.99974895,.99972826,.99970227,.99966758
HT0733-03,3e Section Gros Marin,6541.5298,.99921328,.99918807,.99917966,.99916279,.9991433
HT0733-04,4e Section Mare Henri,8146.1309,.99921328,.99918807,.99917966,.99916279,.9991433
HT0733-05,5e Section Laroque,6349.0293,.99921328,.99918807,.99917966,.99916279,.9991433
HT0741-01,1re Section Condé,6590.1841,.99921328,.99918807,.99917966,.99916279,.9991433
HT0741-02,2e Section Despas,11560.07,1.0012878,1.0012296,1.0011766,1.0011265,1.0010515
HT0741-03,3e Section Quentin,4105.8325,.99921328,.99918807,.99917966,.99916279,.9991433
HT0742-01,1re Section Paricot,13654.676,1.0013636,1.0013041,1.0012496,1.0011982,1.0011213
HT0742-02,2e Section Balais,6485.9248,.99921328,.99918807,.99917966,.99916279,.9991433
HT0743-01,1re Section Beaulieu,13628.319,1.0001074,1.0000681,1.0000404,1.0000092,.99996579
HT0743-02,2e Section Renaudin,1855.8165,.99921328,.99918807,.99917966,.99916279,.9991433
HT0743-03,3e Section Beauclos,3341.2639,.99921328,.99918807,.99917966,.99916279,.9991433
HT0751-01,1re Section Randel,10066.02,1.0001912,1.0001504,1.000121,1.0000885,1.0000429
HT0751-02,2e Section Dejoie,6110.5908,.99921328,.99918807,.99917966,.99916279,.9991433
HT0751-03,3e Section Bony,10210.824,1.0010682,1.0010135,1.0009651,1.0009186,1.0008495
HT0752-01,1re Section Verone,5647.8779,.99921328,.99918807,.99917966,.99916279,.9991433
HT0752-02,2e Section Edelin,3877.4551,.99921328,.99918807,.99917966,.99916279,.9991433
HT0752-03,3e Section Cosse,21674.34,1.0007358,1.0006863,1.0006452,1.0006039,1.0005437
HT0753-01,1re Section Blactote,11988.876,1.001368,1.0013086,1.0012538,1.0012025,1.0011253
HT0753-02,2e Section Nan Sevre,2578.6814,.99921328,.99918807,.99917966,.99916279,.9991433
HT0753-03,3e Section Loby,6195.9844,.99921328,.99918807,.99917966,.99916279,.9991433
HT0753-04,4e Section Dalmette,3854.1079,1.0009784,1.0009251,1.0008787,1.0008335,1.0007669
HT0811-01,1re Section Basse Voldrogue,13410.452,.99921328,.99918807,.99917966,.99916279,.9991433
HT0811-02,2e Section Haute Voldrogue,12204.813,.99953574,.9995054,.99949008,.99946803,.9994399
HT0811-03,3e Section Haute Guinaudée,20434.834,.99921328,.99918807,.99917966,.99916279,.9991433
HT0811-04,4e Section Basse Guinaudée,9456.8193,.99921328,.99918807,.99917966,.99916279,.9991433
HT0811-05,5e Section Ravine à Charles,10917.443,.99921328,.99918807,.99917966,.99916279,.9991433
HT0811-06,6e Section Îles Blanches,12541.903,.99921328,.99918807,.99917966,.99916279,.9991433
HT0811-07,7e Section Marfranc ou Grande Rivière,8591.9492,1.0005409,1.0004945,1.0004575,1.0004194,1.0003644
HT0811-08,8e Section Fond Rouge Dahere,30570.803,1.0018449,1.0017779,1.0017128,1.0016538,1.001564
HT0811-09,9e Section Fond Rouge Torbeck,29683.492,1.001472,1.0014108,1.0013539,1.0013008,1.0012209
HT0812-01,1re Section Anse du Clerc,8304.0088,.99921328,.99918807,.99917966,.99916279,.9991433
HT0812-02,2e Section Balisiers,12161.942,.99960041,.999569,.99955231,.99952924,.99949938
HT0812-03,3e Section Danglise,6955.5884,.99921328,.99918807,.99917966,.99916279,.9991433
HT0812-04,4e Section la Seringue,10204.508,.99921328,.99918807,.99917966,.99916279,.9991433
HT0813-01,1re Section Desormeau ou Bonbon,8825.834,.99989378,.99985772,.99983472,.99980694,.99976927
HT0814-01,1re Section Anote ou 1re Tapion,14697.236,1.0000271,.99998885,.99996299,.99993306,.99989182
HT0814-02,2e Section Sources Chaudes,5542.2285,.99935955,.99933201,.99932051,.99930125,.99927789
HT0814-03,3e Section l'Assise ou Chameau,11285.826,.99921328,.99918807,.99917966,.99916279,.9991433
HT0815-01,1re Section Dejean,14438.853,1.00034,1.0002968,1.0002642,1.0002292,1.0001796
HT0815-02,2e Section Boucan,12582.614,.99921328,.99918807,.99917966,.99916279,.9991433
HT0821-01,1re Section Grandoit,19322.814,1.0017399,1.0016744,1.0016117,1.0015544,1.0014673
HT0821-02,2e Section Boudon,7239.5708,.99921328,.99918807,.99917966,.99916279,.9991433
HT0821-03,3e Section Îlet à Pierre Joseph,8104.4268,.99921328,.99918807,.99917966,.99916279,.9991433
HT0821-04,4e Section Mandou,3725.5342,.99921328,.99918807,.99917966,.99916279,.9991433
HT0822-01,1re Section Bariadelle,5675.6807,.99921328,.99918807,.99917966,.99916279,.9991433
HT0822-02,2e Section Dallier,1708.8605,.99921328,.99918807,.99917966,.99916279,.9991433
HT0822-03,3e Section Desormeau,17078.645,1.0014858,1.0014246,1.0013672,1.0013139,1.0012337
HT0822-04,4e Section Petite Rivière,5663.2866,.99946272,.99943358,.99941981,.99939895,.99937278
HT0822-05,5e Section Baliverne,10199.544,.99921328,.99918807,.99917966,.99916279,.9991433
HT0823-01,1re Section Matador (Jorgue),13692.543,1.0004066,1.0003625,1.0003284,1.0002924,1.000241
HT0823-02,2e Section Belair,5492.9785,.99921328,.99918807,.99917966,.99916279,.9991433
HT0823-03,3e Section Garcasse,5377.7573,1.0016429,1.0015792,1.0015185,1.0014627,1.0013782
HT0831-01,1re Section Duquillon,11901.859,1.0005257,1.0004796,1.000443,1.0004051,1.0003506
HT0831-02,2e Section Fond d'Icaque,5978.5293,.99921328,.99918807,.99917966,.99916279,.9991433
HT0831-03,3e Section Champy (Nan Campêche),2266.8962,.99921328,.99918807,.99917966,.99916279,.9991433
HT0832-01,1re Section Carrefour Charles ou Jacqui,7116.4453,.99921328,.99918807,.99917966,.99916279,.9991433
HT0832-02,2e Section Fond Cochon ou Lopineau,11657.188,.99921328,.99918807,.99917966,.99916279,.9991433
HT0832-03,3e Section Grand Vincent,8312.9453,.99921328,.99918807,.99917966,.99916279,.9991433
HT0832-04,4e Section les Gommiers,8756.4248,1.0000546,1.000016,.99998945,.99995911,.99991715
HT0833-01,1re Section Beaumont,20399.076,1.0002396,1.0001981,1.0001676,1.0001343,1.0000874
HT0833-02,2e Section Chardonnette,8628.7021,.99921328,.99918807,.99917966,.99916279,.9991433
HT0833-03,3e Section Mouline,3293.6025,.99921328,.99918807,.99917966,.99916279,.9991433
HT0834-01,1re Section Bernagousse,6548.4805,.99921328,.99918807,.99917966,.99916279,.9991433
HT0834-02,2e Section Espère,11562.045,1.0008996,1.0008476,1.0008029,1.000759,1.0006944
HT0834-03,3e Section Jean Bellune,3843.6948,.99921328,.99918807,.99917966,.99916279,.9991433
HT0834-04,4e Section Tozia,12116.923,.99921328,.99918807,.99917966,.99916279,.9991433
HT0834-05,5e Section Duchity,5976.5435,.99921328,.99918807,.99917966,.99916279,.9991433
HT0834-06,6e Section Les Îles Cayemittes,5194.1016,.99921328,.99918807,.99917966,.99916279,.9991433
HT0911-01,1re Section Baudin,61087.242,1.001579,1.0015162,1.001457,1.0014021,1.0013194
HT0911-02,2e Section la Pointe,9859.9561,.99921328,.99918807,.99917966,.99916279,.9991433
HT0911-03,3e Section Aubert,101511.47,1.0019449,1.0018762,1.0018091,1.0017484,1.0016559
HT0911-04,4e Section Mahotière,25422.402,.99921328,.99918807,.99917966,.99916279,.9991433
HT0911-05,5e Section Bas des Moustiques,13629.18,.99921328,.99918807,.99917966,.99916279,.9991433
HT0911-06,6e Section la Corne,10449.766,.99921328,.99918807,.99917966,.99916279,.9991433
HT0912-01,1re Section Pointe des Oiseaux,19447.531,.99964094,.99960887,.99959129,.99956757,.99953663
HT0912-02,2e Section Mare Rouge,19529.266,.99921328,.99918807,.99917966,.99916279,.9991433
HT0913-01,1re Section La Plate,18138.148,.99921328,.99918807,.99917966,.99916279,.9991433
HT0913-02,2e Section Carreau Datty,11323.559,.99921328,.99918807,.99917966,.99916279,.9991433
HT0913-03,3e Section Haut des Moustiques,34658.73,.99991626,.9998799,.99985635,.99982822,.99978995
HT0914-01,1re Section Chansolme,17679.193,.99976677,.99973273,.99971241,.99968672,.99965239
HT0914-02,2e Source Beauvoir,12918.23,.99921328,.99918807,.99917966,.99916279,.9991433
HT0921-01,1re Section Rivière des Nègres,12217.013,.99930471,.99927807,.9992677,.99924934,.9992274
HT0921-02,2e Section Derourvay,42487.934,1.0014969,1.0014354,1.0013779,1.0013244,1.0012439
HT0921-03,3e Section des Granges,26667.42,1.0003508,1.0003076,1.0002747,1.0002396,1.0001897
HT0921-04,4e Section Rivière de Barre,17903.813,.99921328,.99918807,.99917966,.99916279,.9991433
HT0921-05,5e Section Bonneau,15284.353,.99981135,.9997766,.99975538,.99972892,.99969345
HT0921-06,6e Section Lafague (Chamoise),7306.0981,.99921328,.99918807,.99917966,.99916279,.9991433
HT0922-01,1re Section Bas de Sainte Anne,10318.697,.99921328,.99918807,.99917966,.99916279,.9991433
HT0922-02,2e Section Mayance,6360.8135,.99921328,.99918807,.99917966,.99916279,.9991433
HT0922-03,3e Section Côtes de Fer,14454.811,1.0009116,1.0008594,1.0008144,1.0007704,1.0007055
HT0931-01,1re Section de Côtes de Fer,16618.486,1.000082,1.000043,1.0000159,.9999851,.99994242
HT0931-02,2e Section Mare-Rouge,17161.09,.99921328,.99918807,.99917966,.99916279,.9991433
HT0931-03,3e Section Damé,509.38141,.99921328,.99918807,.99917966,.99916279,.9991433
HT0932-01,1re Section Citerne Rémy,1537.0807,.99921328,.99918807,.99917966,.99916279,.9991433
HT0932-02,2e Section Dos d'Ane,4740.3252,.99921328,.99918807,.99917966,.99916279,.9991433
HT0932-03,3e Section Réserve ou Ti Paradis,15617.058,.99921328,.99918807,.99917966,.99916279,.9991433
HT0932-04,4e Section l'Estère Dere,5621.9951,1.0008584,1.000807,1.0007633,1.00072,1.0006566
HT0933-01,1re Section Plate Forme,14109.415,1.0000685,1.0000298,1.000003,.9999724,.99993002
HT0933-02,2e Section des Forges,13825.783,.99921328,.99918807,.99917966,.99916279,.9991433
HT0933-03,3e Section Plaine d'Orange,8394.3672,.99921328,.99918807,.99917966,.99916279,.9991433
HT0934-01,1re Section Lacoma,25086.785,.99921328,.99918807,.99917966,.99916279,.9991433
HT0934-02,2e Section Guinaudée,23257.779,.99921328,.99918807,.99917966,.99916279,.9991433
HT0934-03,3e Section Vieille Hatte,28431.383,.99973309,.99969959,.99967998,.99965483,.99962145
HT0934-04,4e Section la Montagne,12153.662,.99921328,.99918807,.99917966,.99916279,.9991433
HT0934-05,5e Section Dessources,23576.625,1.0005441,1.0004977,1.0004607,1.0004225,1.0003674
HT0934-06,6e Section Grande Source,24096.818,.99921328,.99918807,.99917966,.99916279,.9991433
HT0934-07,7e Section Diondion,12891.421,.99921328,.99918807,.99917966,.99916279,.9991433
HT1011-01,1re Section Chalon,36103.277,1.0005199,1.000474,1.0004374,1.0003996,1.0003452
HT1011-02,2e Section Belle Rivière,9377.3838,.99921328,.99918807,.99917966,.99916279,.9991433
HT1011-03,3e Section Dessources,9436.9609,.99921328,.99918807,.99917966,.99916279,.9991433
HT1011-04,4e Section St-Michel,9869.7754,1.0003753,1.0003316,1.0002983,1.0002627,1.0002122
HT1012-01,1re Section Fond des Lianes,9971.1191,.99995279,.99991578,.99989146,.99986279,.99982351
HT1012-02,2e Section Cholette,6027.1836,.99921328,.99918807,.99917966,.99916279,.9991433
HT1012-03,3e Section Silègue,9967.7139,.9999153,.99987894,.99985546,.99982733,.99978906
HT1012-04,4e Section Bezin,3047.3518,.99921328,.99918807,.99917966,.99916279,.9991433
HT1013-01,1re Section Bouzi,6207.2998,.99970096,.999668,.99964911,.99962443,.99959189
HT1013-02,2e Section Fond-des-Nègres ou Morne Brice,12752.205,1.0005386,1.0004923,1.0004554,1.0004174,1.0003624
HT1013-03,3e Section Pemerle,9438.9463,.99921328,.99918807,.99917966,.99916279,.9991433
HT1013-04,4e Section Cocoyers-Ducheine,5696.5322,.99921328,.99918807,.99917966,.99916279,.9991433
HT1014-01,1re Section Salagnac,9284.0469,.99921328,.99918807,.99917966,.99916279,.9991433
HT1014-02,2e Section Bezin II,8124.5493,.99974477,.99971116,.99969131,.99966592,.99963224
HT1021-01,1re Section Baconnois-Grand-Fond,7669.6533,.99995869,.99992162,.99989718,.99986839,.99982899
HT1021-02,2e Section Grande-Rivière-Joly,17348.828,1.0000759,1.000037,1.00001,.99997938,.99993682
HT1021-03,3e Section Saut du Baril,10422.506,.99946266,.99943352,.99941975,.99939889,.99937272
HT1022-01,1re Section Raymond,7606.9609,.99921328,.99918807,.99917966,.99916279,.9991433
HT1022-02,2e Section Tiby,15397.448,1.0007507,1.0007011,1.0006596,1.0006181,1.0005575
HT1022-03,3e Section Liève ou Vigny,8083.3369,.99980217,.9997676,.9997465,.99972022,.99968499
